"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"OS_D_2_o";"         ";"---p-";;"The fall of Copenhagen opens up the Great Belt, the strait connecting the Baltic to the North Sea, to the enemy submarines.\n\nTheir activity is likely to step up to our detriment.";;
"OS_D_2_p";"         ";"---p-";;"The capture of Copenhagen has opened up the Great Belt for us, the strait connecting the Baltic Sea to the North Sea.\n\nShould we use it to deploy more submarines, or should we consolidate our position on the ground?";;
"OS_D_3_o";"         ";"---p-";;"The aircraft carrier USS Enterprise has joined the NATO carrier battlegroup in the North Sea.\n\nYou can now count on its support.";;
"OS_D_3_p";"         ";"---p-";;"The aircraft carrier USS Enterprise has just arrived in the North Sea and appears to be forming the nucleus of the NATO fleet in Scandinavia.\n\nWe must expect the enemy to bolster its enemy carrier battlegroup capabilities.";;
"OS_D_4_o";"         ";"---p-";;"Panic in Florida!\nCalls are flooding into the police switchboards and the National Guard is on constant alert owing to continual warnings about alleged Cuban parachute drops.";;
"OS_D_4_p";"         ";"---p-";;"The USA are completely giving in to their paranoia.\n\nThey seem to believe that our Cuban comrades can actually invade them, and this mere idea is enough to plunge Florida into chaos.";;
"OS_D_5_o";"         ";"---p-";;"The aircraft carrier Foch has joined the NATO carrier battlegroup in the North Sea.\n\nYou can now count on its support.";;
"OS_D_5_p";"         ";"---p-";;"The aircraft carrier Foch has just arrived in the North Sea and appears to be forming the nucleus of the NATO fleet in Scandinavia.\n\nWe must expect the enemy to bolster its enemy carrier battlegroup capabilities.";;
"OS_D_6_o";"         ";"---p-";;"The aircraft carrier Admiral Kuznetsov has taken up a position in the Barents Sea, which will strengthen the enemy's power in the air.";;
"OS_D_6_p";"         ";"---p-";;"The aircraft carrier Admiral Kuznetsov has just arrived in the Barents Sea to assist our operations in Scandinavia from the north.\n\nIts carrier-based aviation will be extremely useful to us.";;
"OS_D_7A_o";"        ";"---p-";;"The survivors of the Norwegian 6th Brigade have reassembled and are ready to be redeployed to Bergen or Stavanger at any time.";;
"OS_D_7A_p";"        ";"---p-";;"The NATO surface fleet has managed to force a passage to Narvik and has evacuated the last pockets of resistance of the Norwegian 6th Brigade we have pinned down there.\n\nWe must expect clashes with the brigade very soon.";;
"OS_D_7_o";"         ";"---p-";;"The last unit of the 6th Norwegian Brigade is trapped in Narvik, in the north of Norway.\n\nIt is now under siege from Warsaw Pact troops, and it will not be able to hold for very long.\n\nThe Navy offers to launch a costly rescue operation that will enable you to evacuate this unit.\n\nDo you want to rescue the 6th Brigade or to use the naval resources necessary for this operation?";;
"OS_D_8_o";"         ";"---p-";;"The aircraft carrier Kiev has taken up a position in the Baltic Sea, which will reinforce the enemy airborne forces.";;
"OS_D_8_p";"         ";"---p-";;"The aircraft carrier Kiev has taken up a position in the Baltic to support our operations in Scandinavia with its carrier-based aviation.";;
"OS_D_9A_p";"        ";"---p-";;"The Afghantsi have been redeployed in Leningrad and are now operational for Scandinavia.";;
"OS_D_9_o";"         ";"---p-";;"Agents in Afghanistan report a high level of activity at the Bagram air base.\n\nThe Soviets may have repatriated veterans to the European theater.";;
"OS_D_9_p";"         ";"---p-";;"At the cost of a subsequent commitment of airborne forces, the general staff is suggesting to repatriate an air-transportable unit of Afghanistan veterans.\n\nDo you want to redeploy this battlegroup in Scandinavia or use airborne forces sent to the operation?";;
"OS_T_10A_p";"       ";"---p-";;"Submarine war";;
"OS_T_10_o";"        ";"---p-";;"Submarine threat";;
"OS_T_11A_p";"       ";"---p-";;"Iran-Iraq War";;
"OS_T_11_o";"        ";"---p-";;"Iran-Iraq War";;
"OS_T_12A_p";"       ";"---p-";;"HMS Invincible in the North Sea";;
"OS_T_12_o";"        ";"---p-";;"Carrier battlegroup Invincible";;
"OS_T_13A_p";"       ";"---p-";;"Finlandization";;
"OS_T_13_o";"        ";"---p-";;"Finlandization";;
"OS_T_14A_p";"       ";"---p-";;"Battle of Gotland";;
"OS_T_14_o";"        ";"---p-";;"Battle of Gotland";;
"OS_T_15A_p";"       ";"-----";;"Bush War";;
"OS_T_15_o";"        ";"-----";;"Bush War";;
"OS_T_16A_p";"       ";"---p-";;"China's stab in the back";;
"OS_T_16_o";"        ";"---p-";;"China's entry into the war";;
"OS_T_17A_p";"       ";"---p-";;"China's entry into the war";;
"OS_T_17_o";"        ";"---p-";;"Invasion of Taiwan";;
"OS_T_18_o";"        ";"-----";;"Special Force Group";;
"OS_T_19_p";"        ";"---p-";;"Spetnaz!";;
"OS_T_1A_p";"        ";"---p-";;"Report of enemy activity";;
"OS_T_1B_p";"        ";"---p-";;"Report of enemy activity";;
"OS_T_1_o";"         ";"---p-";;"Swedish mobilization";;
"OS_T_20_p";"        ";"---p-";;"KGB deployment";;
"OS_T_21_o";"        ";"---p-";;"Escalation";;
"OS_T_21_p";"        ";"---p-";;"Escalation";;
"OS_T_2_o";"         ";"---p-";;"Loss of Copenhagen";;
"OS_T_2_p";"         ";"---p-";;"Capture of Copenhagen";;
"OS_T_3_o";"         ";"---p-";;"Carrier battlegroup Enterprise";;
"OS_T_3_p";"         ";"---p-";;"The USS Enterprise in the North Sea";;
"OS_T_4_o";"         ";"---p-";;"Panic in Florida";;
"OS_T_4_p";"         ";"---p-";;"Hasta siempre!";;
"OS_T_5_o";"         ";"---p-";;"Carrier battlegroup Foch";;
"OS_T_5_p";"         ";"---p-";;"The Foch arrives in the theater of operations";;
"OS_T_6_o";"         ";"---p-";;"The Kuznetsov in the Barents Sea";;
"OS_T_6_p";"         ";"---p-";;"Carrier battlegroup Admiral Kuznetsov";;
"OS_T_7A_o";"        ";"---p-";;"The saving of Narvik";;
"OS_T_7A_p";"        ";"---p-";;"Evacuation of Narvik";;
"OS_T_7_o";"         ";"---p-";;"The cannons of Narvik";;
"OS_T_8_o";"         ";"---p-";;"Kiev in the Baltic Sea";;
"OS_T_8_p";"         ";"---p-";;"Carrier battlegroup Admiral Kiev";;
"OS_T_9A_p";"        ";"---p-";;"The Afghantsi are available";;
"OS_T_9_o";"         ";"---p-";;"Veterans from Afghanistan";;
"OS_T_9_p";"         ";"---p-";;"Afghantsi";;
"OS_h1_10_o";"       ";"---p-";;"Naval raid lost.";;
"OS_h1_12_o";"       ";"---p-";;"1 more air raid, 1 more aerial cover, 1 more minelayer available.";;
"OS_h1_1_o";"        ";"---p-";;"An air and naval raid will prevent enemy deployments from Leningrad for 3 days.\n\nDeployments from Europe are still possible though.";;
"OS_h1_2_p";"        ";"---p-";;"Three more submarines available.";;
"OS_h1_3_o";"        ";"---p-";;"1 more air raid, 1 more aerial cover, 1 more recon available.";;
"OS_h1_5_o";"        ";"---p-";;"1 more air raid, 1 more aerial cover, 1 more naval raid available.";;
"OS_h1_6_p";"        ";"---p-";;"1 more air raid, 1 more aerial cover, 1 more recon available.";;
"OS_h1_7_o";"        ";"---p-";;"6th Norwegian brigade available in 2 days.";;
"OS_h1_8_p";"        ";"---p-";;"1 more air raid, 1 more aerial cover, 1 more recon available.";;
"OS_h1_9_p";"        ";"---p-";;"The 345th VDV Rgt will be available soon.";;
"OS_h2_1_o";"        ";"---p-";;"Reservists from 401.\n\nForgp are regrouping in Sundsvall in an attempt to slow down the enemy.\n\nYou can deploy them right now or later on to strike behind enemy lines.";;
"OS_h2_2_p";"        ";"---p-";;"40 political points earned.";;
"OS_h2_7_o";"        ";"---p-";;"3 minelayers and 3 naval raids earned.";;
"OS_h2_9_p";"        ";"---p-";;"3 aerial covers and 3 air raids earned.";;
"OS_h_13A_p";"       ";"---p-";;"The Engineers brigade is available.";;
"OS_h_14A_p";"       ";"---p-";;"The 61th Naval brigade is available.";;
"OS_h_16A_p";"       ";"---p-";;"2 air raids and 2 aerial covers lost.";;
"OS_h_17_o";"        ";"---p-";;"2 minelayers and 2 naval raids lost.";;
"OS_h_18_o";"        ";"---p-";;"3 more commando raids available.";;
"OS_h_19_p";"        ";"---p-";;"4 more recon available.";;
"OS_h_20_p";"        ";"---p-";;"4 more security troops available.";;
"OS_h_21_p";"        ";"---p-";;"2 more chemical weapons available.";;
"Oui_gen";"          ";"-----";;"Yes, general";;
"PCF_0_o1";"         ";"---p-";;"Anti-war demonstrations in Paris";;
"PCF_0_o2";"         ";"---p-";;"The French Communist Party is organizing some anti-war demonstrations in the main cities in the country.\n\nBe prepared for some incidents.";;
"PCF_0_p1";"         ";"---p-";;"Anti-war demonstrations in Paris";;
"PCF_0_p2";"         ";"---p-";;"The comrades of the French Communist Party (FCP) are trying to mobilize French workers by organizing a series of demonstrations.";;
"PCF_10_c1";"        ";"---p-";;"Air Support";;
"PCF_10_c2";"        ";"---p-";;"Ground Support";;
"PCF_10_h1o";"       ";"---p-";;"2 air raids, 2 recons and 2 aerial covers earned.";;
"PCF_10_h2o";"       ";"---p-";;"6th DBL is available with immediate effect.\n\n2 commando raids earned.";;
"PCF_10_o1";"        ";"-----";;"Furia francese";;
"PCF_10_o2";"        ";"---p-";;"As a reaction to the attempt to destabilize his government, Mitterrand is ordering an increase of French commitments.\n\nWhich area would you like to increase?";;
"PCF_10_p1";"        ";"-----";;"Furia francese";;
"PCF_10_p2";"        ";"---p-";;"According to reports, France will engage additional forces in Scandinavia.";;
"PCF_1_c1";"         ";"---p-";;"Send the Military Police";;
"PCF_1_c2";"         ";"---p-";;"The appeasement card";;
"PCF_1_h1o";"        ";"---p-";;"Moderate risks of civil unrest.";;
"PCF_1_h2o";"        ";"---p-";;"Delay in deploying French combat groups.";;
"PCF_1_o1";"         ";"---p-";;"General strikes in France";;
"PCF_1_o2";"         ";"---p-";;"Strikes and acts of sabotage by communist agents are hampering the deployment of the Rapid Action Force.\n\nWhat stance should you take?";;
"PCF_1_p1";"         ";"---p-";;"General strikes in France";;
"PCF_1_p2";"         ";"---p-";;"The French communists are trying to slow down the deployment of the Rapid Action Force with strikes and acts of sabotage.";;
"PCF_2_o1";"         ";"---p-";;"Several union members killed in France";;
"PCF_2_o2";"         ";"---p-";;"Fierce clashes with the police have resulted in several casualties among the union members calling for strikes.";;
"PCF_2_p1";"         ";"---p-";;"Several union supporters killed in France";;
"PCF_2_p2";"         ";"---p-";;"Several French union members have died in the clashes with the police.";;
"PCF_3_o1";"         ";"---p-";;"Support for the Mitterrand government";;
"PCF_3_o2";"         ";"---p-";;"Despite the protests of the FCP, most French people are supporting our war.";;
"PCF_3_p1";"         ";"---p-";;"Support for the capitalist power";;
"PCF_3_p2";"         ";"---p-";;"Despite the protests of the FCP, most French people are supporting the imperialist war.";;
"PCF_4_o1";"         ";"---p-";;"Escalation of the conflict in France";;
"PCF_4_o2";"         ";"---p-";;"Support for the FCP is growing alarmingly, while the communist ministers are leaving the National Assembly.";;
"PCF_4_p1";"         ";"---p-";;"Escalation of the conflict in France";;
"PCF_4_p2";"         ";"---p-";;"The French proletariat is supporting our cause while the communist ministers are leaving the Mitterrand government.";;
"PCF_5_c1";"         ";"---p-";;"yes";;
"PCF_5_c2";"         ";"---p-";;"Don't trust these spies";;
"PCF_5_h1p";"        ";"---p-";;"Reconnaissance of all map sectors.";;
"PCF_5_h2p";"        ";"---p-";;"Earn 30 political points.";;
"PCF_5_o1";"         ";"---p-";;"KGB mole in Paris";;
"PCF_5_o2";"         ";"---p-";;"Spies that have infiltrated the highest level of the French government have supplied military secrets to the enemy.";;
"PCF_5_p1";"         ";"---p-";;"KGB action in Paris";;
"PCF_5_p2";"         ";"---p-";;"French agents are prepared to send us vital information on the enemy troops deployed in Norway.";;
"PCF_6_o1";"         ";"---p-";;"Putsch in Paris";;
"PCF_6_o2";"         ";"---p-";;"Attempted communist parliamentary coup!\n\nPublic television has been seized by the putsch leaders.\n\nThe President's whereabouts are unknown.";;
"PCF_6_p1";"         ";"---p-";;"Commune in revolt";;
"PCF_6_p2";"         ";"---p-";;"The people of Paris are rising up against the government!\n\nPresident Mitterrand has fled.";;
"PCF_7_h1o";"        ";"---p-";;"Loss of 10 political points.";;
"PCF_7_o1";"         ";"---p-";;"Martial law decreed";;
"PCF_7_o2";"         ";"---p-";;"Due to communist subversion in France, François Mitterrand is invoking martial law to restore order and stop the subversive agents.";;
"PCF_7_p1";"         ";"---p-";;"Paris reprimands the proletariat";;
"PCF_7_p2";"         ";"---p-";;"François Mitterrand declares martial law in an attempt to regain control of his country.\n\nThe Atlantic Alliance is breaking up internally.";;
"PCF_8_h1o";"        ";"---p-";;"Reconnaissance of all map sectors.";;
"PCF_8_o1";"         ";"---p-";;"Response from the French DST";;
"PCF_8_o2";"         ";"---p-";;"The French DST (counter-intelligence) dragnet has facilitated the arrest of KGB agents and the seizure of strategic military information on the Scandinavian front.";;
"PCF_8_p1";"         ";"---p-";;"The KGB is dismantled in Paris";;
"PCF_8_p2";"         ";"---p-";;"Some of our agents have been arrested in possession of military documents.\n\nThe enemy now knows the position of our units.";;
"PCF_9_h1p";"        ";"---p-";;"Deployment of 6th DBL is delayed until the 12th day.";;
"PCF_9_o1";"         ";"---p-";;"Communist insurrection in France";;
"PCF_9_o2";"         ";"---p-";;"The FCP is calling for an armed struggle in the country. The government and its allies are mobilizing troops from the European theater to deal with the situation";;
"PCF_9_p1";"         ";"---p-";;"French revolution";;
"PCF_9_p2";"         ";"---p-";;"Revolution has erupted throughout France!\n\nNATO will have to withdraw its troops from various fronts to tackle the situation.";;
"PK_0_o1";"          ";"---p-";;"Mysterious death of Grigory Romanov";;
"PK_0_o2";"          ";"---p-";;"According to several sources, Grigory Romanov, one of the members of the triumvirate who seized power in the Kremlin, has died in strange circumstances.\n\nA new power struggle is expected, and the consequences on the war will be enormous.";;
"PK_0_p1";"          ";"---p-";;"The mysterious death of Grigory Romanov";;
"PK_0_p2";"          ";"---p-";;"Comrade Romanov was found dead this morning in the offices of the Kremlin.\n\nPoisoning by a western spy has not been excluded.\n\nHis death will upset the balance of power in Moscow and is bound to have repercussions on military operations.";;
"PK_10_o1";"         ";"---p-";;"Grishin seizes power";;
"PK_10_o2";"         ";"---p-";;"Viktor Grishin has come to power in Moscow.\n\nHe was already a member of the established team, and the CIA is not anticipating any major changes in policy.";;
"PK_10_p1";"         ";"---p-";;"Grishin seizes power";;
"PK_10_p2";"         ";"---p-";;"The Politburo has appointed Viktor Grishin, who has confirmed the continuation of our current military policy.\n\nThe Kremlin is assured of continuity, and you must act to take the decision on the ground.";;
"PK_11_h1o";"        ";"---p-";;"Nuclear and chemical strikes deactivated until end of game.";;
"PK_11_h1p";"        ";"---p-";;"Nuclear and chemical strikes deactivated until end of game, but 50 political points earned.";;
"PK_11_o1";"         ";"---p-";;"Gorbachev comes to power";;
"PK_11_o2";"         ";"---p-";;"Mikhail Gorbachev is the new boss in the Kremlin. A supporter of appeasement, he will surely favor a swifter end to the conflict, but not at all costs.\n\nWe must respond to this development by holding back our military forces, to avoid seeming like aggressors to the UN.";;
"PK_11_p1";"         ";"---p-";;"Gorbachev comes to power";;
"PK_11_p2";"         ";"---p-";;"Mikhail Gorbachev is our new supreme leader.\n\nHe has already announced we should abandon our non-conventional weapons, and that he would be happy with a partial victory on the ground.";;
"PK_1_c1";"          ";"---p-";;"Do not intervene";;
"PK_1_c2";"          ";"---p-";;"Change our policy";;
"PK_1_h1o";"         ";"---p-";;"This will help with the status quo at the Kremlin and the continuance of warfare in the same conditions.";;
"PK_1_h2o";"         ";"---p-";;"We will be able to influence the hardening or moderation of Soviet politics.";;
"PK_1_o1";"          ";"---p-";;"Internal struggles within the Kremlin";;
"PK_1_o2";"          ";"---p-";;"The CIA believes that the internal rivalries in Moscow could benefit the hawks as much as the doves.\n\nShould we send signals to the Soviets to try to influence one of the factions?";;
"PK_2_c1";"          ";"---p-";;"Declarations of appeasement";;
"PK_2_c2";"          ";"---p-";;"Warmongering declarations";;
"PK_2_h1o";"         ";"---p-";;"This will help Gorbachev's side which is opposed to using non-conventional weapons.";;
"PK_2_h2o";"         ";"---p-";;"This will help Ogarkov's clan in favour of escalation and the use of non-conventional weapons.";;
"PK_2_o1";"          ";"---p-";;"What signals will you send to the Kremlin?";;
"PK_2_o2";"          ";"---p-";;"We could state our moderate approach to strengthen the position of the doves in Moscow, or take the opposite view and reaffirm our resolve, which will benefit the hard-liners in the Party.";;
"PK_3_c1";"          ";"---p-";;"Let the Politburo decide";;
"PK_3_c2";"          ";"---p-";;"Coup";;
"PK_3_h1p";"         ";"---p-";;"Ogarkov will reinforce your non-conventional arsenal, but will lessen your room for manoeuvre.";;
"PK_3_h2p";"         ";"---p-";;"You will then have a choice between the doves and the moderates.";;
"PK_3_p1";"          ";"---p-";;"Ogarkov has the advantage";;
"PK_3_p2";"          ";"---p-";;"Marshal Nikolai Ogarkov is maintaining a hard line in Moscow and has taken an option on the succession of Romanov.\n\nBellicose statements from NATO have bolstered its position.\n\nThe other military chiefs are wondering if they should leave the field clear for a hard-liner?";;
"PK_4_c1";"          ";"---p-";;"Let the Politburo decide";;
"PK_4_c2";"          ";"---p-";;"Coup";;
"PK_4_h1p";"         ";"---p-";;"Grishin will change nothing about your military presence.";;
"PK_4_h2p";"         ";"---p-";;"You will then have a choice between the doves and the falcons.";;
"PK_4_p1";"          ";"---p-";;"Grishin has the advantage";;
"PK_4_p2";"          ";"---p-";;"Viktor Grishin is has the advantage in the race for the succession; a moderate who is unlikely to change the course of the war.\n\nThe military powers are wondering if more radical politics wouldn't be required.";;
"PK_5_c1";"          ";"---p-";;"Let the Politburo decide";;
"PK_5_c2";"          ";"---p-";;"Coup";;
"PK_5_h1p";"         ";"---p-";;"Gorbachev will refuse to use nuclear and chemical weapons, but he will give you more conventional means.";;
"PK_5_h2p";"         ";"---p-";;"You will then have a choice between the falcons and the moderates.";;
"PK_5_p1";"          ";"---p-";;"Gorbachev has the advantage";;
"PK_5_p2";"          ";"---p-";;"Mikhail Gorbachev is back in the picture.\n\nAndropov's former no. 2 advocates appeasement with the West.\n\nThe military powers are wondering if he will have the determination to lead our forces to victory.";;
"PK_6_c1";"          ";"---p-";;"Choose Grishin";;
"PK_6_c2";"          ";"---p-";;"Choose Gorbachev";;
"PK_6_h1p";"         ";"---p-";;"Grishin will change nothing about your military presence.";;
"PK_6_h2p";"         ";"---p-";;"Gorbachev will refuse to use nuclear and chemical weapons, but he will give you more conventional means.";;
"PK_6_o1";"          ";"---p-";;"Coup at the Kremlin!";;
"PK_6_o2";"          ";"---p-";;"There is confusion in Moscow, but all the reports indicate that a coup took place a few hours ago.\n\nThe army has apparently decided to intervene in the appointment of Romanov's successor.\n\nThe question is: which party will benefit from this intervention?";;
"PK_6_p1";"          ";"---p-";;"The Red Army takes control";;
"PK_6_p2";"          ";"---p-";;"The discreet and decisive intervention by the Tamanskaya Division has neutralized Orgakov's attempts.\n\nYou can now choose his successor.";;
"PK_7_c1";"          ";"---p-";;"Choose Ogarkov";;
"PK_7_c2";"          ";"---p-";;"Choose Gorbachev";;
"PK_7_h1p";"         ";"---p-";;"Ogarkov will reinforce your non-conventional arsenal, but will lessen your room for manoeuvre.";;
"PK_7_h2p";"         ";"---p-";;"Gorbachev will refuse to use nuclear and chemical weapons, but he will give you more conventional means.";;
"PK_7_o1";"          ";"---p-";;"Coup at the Kremlin!";;
"PK_7_o2";"          ";"---p-";;"There is confusion in Moscow, but all the reports indicate that a coup took place a few hours ago. The army has apparently decided to intervene in the appointment of Romanov's successor. The question is: which party will benefit from this intervention?";;
"PK_7_p1";"          ";"---p-";;"The Red Army takes control";;
"PK_7_p2";"          ";"---p-";;"The discreet and decisive intervention by the Tamanskaya Division has neutralized Grishin's attempts.\n\nYou can now choose his successor.";;
"PK_8_c1";"          ";"---p-";;"Choose Ogarkov";;
"PK_8_c2";"          ";"---p-";;"Choose Grishin";;
"PK_8_h1p";"         ";"---p-";;"Ogarkov will reinforce your non-conventional arsenal, but will lessen your room for manoeuvre.";;
"PK_8_h2p";"         ";"---p-";;"Grishin will change nothing about your military presence.";;
"PK_8_o1";"          ";"---p-";;"Coup at the Kremlin!";;
"PK_8_o2";"          ";"---p-";;"There is confusion in Moscow, but all the reports indicate that a coup took place a few hours ago.\n\nThe army has apparently decided to intervene in the appointment of Romanov's successor. The question is: which party will benefit from this intervention?";;
"PK_8_p1";"          ";"---p-";;"The Red Army takes control";;
"PK_8_p2";"          ";"---p-";;"The discreet and decisive intervention by the Tamanskaya Division has neutralized Gorbachev's attempts.\n\nYou can now choose his successor.";;
"PK_9_h1o";"         ";"---p-";;"1 more nuclear strike available.";;
"PK_9_h1p";"         ";"---p-";;"1 mode nuclear strike and 2 more chemical weapons available, but 30 political points lost.";;
"PK_9_o1";"          ";"---p-";;"Ogarkov comes to power";;
"PK_9_o2";"          ";"---p-";;"Marshal Nikolai Ogarkov is maintaining a hard line in Moscow and has taken an option on the succession of Romanov.\n\nBellicose statements from NATO have bolstered its position.\n\nThe other military chiefs are wondering if they should leave the field clear for a hard-liner?";;
"PK_9_p1";"          ";"---p-";;"Ogarkov comes to power and has seized power in Moscow in yet unexplained circumstances.\n\nHowever, the main issue lies elsewhere: we must expect an escalation of the Pact's operations; even the use of non-conventional weapons.\n\nFor our part, we must be prepared for that eventuality.";;
"PK_9_p2";"          ";"---p-";;"Marshal Nikolai Ogarkov is the new powerhouse in the socialist camp.\n\nHe is going to provide us with all the resources to win a victory...\n\nthat he is demanding should be total and definitive over the imperialist forces.";;
"PROT_1_p2";"        ";"-----";;"Colonel Liang, le Haut Comité a décider de répondre à la trahison soviétique en Mer de Chine. L'objectif de nos forces dans cette région est de neutraliser leur flotte du Pacifique.\n\n#styleGreen{Votre objectif est de sécuriser la base navale de Vladivostok sous 5 jours}. \n\n Nous devrons alors tenir le temps nécessaire pour obliger Moscou à négocier.";;
"PROT_2_p2";"        ";"-----";;"D'après nos renseignements, le porte-avions Minsk, qui croise toujours en Mer de Chine, pourrait également être rappelé pour défendre son port d’attache.";;
"PROT_3_p2";"        ";"-----";;"Attention : la base aérienne de Bolchoi Kamen fournira un soutien aérien important à l'adversaire. Sa neutralisation devrait être une priorité.";;
"PROT_4_p2";"        ";"-----";;"Colonel Liang, ne me décevez pas. Vous avez 5 jours et pas un de plus. \n\nRompez !";;
"Pol_1H1";"          ";"-----";;"6e Para polonaise disponible.";;
"Pol_1H2";"          ";"-----";;"Aucun renfort aujourd'hui, mais deux groupes de combat disponibles demain.";;
"Pol_2H1";"          ";"-----";;"6e Para & 7e Marine polonaises disponibles.";;
"Pol_2H2";"          ";"-----";;"Aucun renfort aujourd'hui, mais trois groupes de combat disponibles demain.";;
"Pol_3H1";"          ";"-----";;"6e Para, 7e Marine & 16e Blindée polonais disponibles.";;
"Pol_NON";"          ";"-----";;"Attendre & insister";;
"Pol_OUI";"          ";"-----";;"Déployer";;
"Pologne_1D";"       ";"-----";;"Le Kremlin tente d'obtenir des Polonais qu'ils détachent des troupes pour nous soutenir en Scandinavie, mais Jaruzelski temporise.\n\nIl ne peut rien nous offrir de plus que sa 6e Division Para.\n\nNous pouvons nous en contenter et la déployer immédiatement, ou tenter d'infléchir les Polonais pour obtenir un soutien plus conséquent par la suite.";;
"Pologne_1T";"       ";"-----";;"Renforts polonais";;
"Pologne_2D";"       ";"-----";;"Les négociations avec les polonais nous ont permis d'obtenir la 6e Para & la 7e Naval.\n\nToutefois, davantage de pression nous permettraient d'obtenir également des troupes blindées.";;
"Pologne_2T";"       ";"-----";;"Renforts polonais";;
"Pologne_3D";"       ";"-----";;"Les Polonais sont finalement disposés à nous soutenir pleinement et placent la 6e Para, 7e Naval & la 16e Blindée à notre disposition.";;
"Pologne_3T";"       ";"-----";;"Renforts polonais";;
"RNF1_p1";"          ";"-----";;"Renforts soviétiques en route";;
"RNF1_p2";"          ";"-----";;"Selon nos services, toute une division blindée soviétique aurait été mobilisée pour secourir Vladivostok.\n\nMais nous avions prévu cette éventualité et nos 8e et 10e divisions d'infanterie vont l'arrêter avant qu'elle n'atteignent Khabarovsk.";;
"RNF2_c1";"          ";"-----";;"Sacrifier l'aviation [WIP]";;
"RNF2_c2";"          ";"-----";;"Conserver l'aviation";;
"RNF2_h1";"          ";"-----";;"[SANS EFFET : fonctionnalités pas encore opérationnelles]";;
"RNF2_h2";"          ";"-----";;"Les blindés ennemis arriveront sur zone demain, mais vous conserverez votre aviation";;
"RNF2_p1";"          ";"-----";;"Les renforts soviétiques arrivent sur zone";;
"RNF2_p2";"          ";"-----";;"Contre toute attente, notre 8e division a été écrasée par des blindés soviétiques beaucoup mieux équipés que prévu.\n\nCes derniers vont arriver dans votre secteur demain, à moins que vous n'envoyiez votre aviation bombarder leur axe de progression.\n\nAttention : compte-tenu de la domination aérienne soviétique, n'espérez pas récupérer vos avions !";;
"RNF3_p1";"          ";"-----";;"Tanks soviétiques à Khabarovsk";;
"RNF3_p2";"          ";"-----";;"La division blindée ennemie vient d'arriver sur zone. Elle va foncer sur Vladivostok et nous devons la ralentir à tout prix !";;
"RNF4_p1";"          ";"-----";;"Le Minsk est de retour";;
"RNF4_p2";"          ";"-----";;"Le groupe aéronaval du porte-avions Minsk, qui a agressé nos navires dans le Golfe du Tonkin, a été détecté faisant cap au nord.\n\nIl semble venir au secours de Vladivostok avec son aviation embarquée et son infanterie de marine. Il va arriver dans votre secteur d'un jour à l'autre.";;
"RNF5_p1";"          ";"-----";;"Le Minsk est retardé en Mer de Chine";;
"RNF5_p2";"          ";"-----";;"Le Minsk a pris du retard dans sa progression vers Vladivostok.\n\nNous n'avons pas de certitude, mais un incident aurait eu lieu avec un sous-marin américain.";;
"RNF6_p1";"          ";"-----";;"Le Minsk est au large de Vladivostok";;
"RNF6_p2";"          ";"-----";;"Le Minsk arrive en vue du théatre d'opération.\n\nIl emporte une escadrille de Yak-38 et des unités d'infanterie de marine qui devraient débarquer près de Bolchoi Kamen. Soyez prêt à les recevoir.";;
"SCA_D_T1";"         ";"---p-";;"Weather conditions are deteriorating over Scandinavia, a storm is approaching.";;
"SCA_D_T1A";"        ";"---p-";;"The storm is moving away from Scandinavia, it was a false alarm.";;
"SCA_D_T1Ap";"       ";"---p-";;"The storm is moving away from Scandinavia, it was a false alarm.";;
"SCA_D_T1B";"        ";"---p-";;"A storm has erupted over Scandinavia. Visibility in the region is almost zero.";;
"SCA_D_T1Bp";"       ";"---p-";;"A storm has erupted over Scandinavia. Visibility in the region is almost zero.";;
"SCA_D_T1p";"        ";"---p-";;"Weather conditions are deteriorating over Scandinavia, a storm is approaching.";;
"SCA_D_T2A";"        ";"---p-";;"Weather conditions are improving over Scandinavia, operations can resume as normal.";;
"SCA_D_T2Ap";"       ";"---p-";;"Weather conditions are improving over Scandinavia, operations can resume as normal.";;
"SCA_D_T2B";"        ";"---p-";;"The storm is persisting over Scandinavia. Visibility in the region is still poor.";;
"SCA_D_T2Bp";"       ";"---p-";;"The storm is persisting over Scandinavia. Visibility in the region is still poor.";;
"SCA_T_T1";"         ";"---p-";;"Weather report";;
"SCA_T_T1A";"        ";"---p-";;"Weather report";;
"SCA_T_T1Ap";"       ";"---p-";;"Weather report";;
"SCA_T_T1B";"        ";"---p-";;"Weather report";;
"SCA_T_T1Bp";"       ";"---p-";;"Weather report";;
"SCA_T_T1p";"        ";"---p-";;"Weather report";;
"SCA_T_T2A";"        ";"---p-";;"Weather report";;
"SCA_T_T2Ap";"       ";"---p-";;"Weather report";;
"SCA_T_T2B";"        ";"---p-";;"Weather report";;
"SCA_T_T2Bp";"       ";"---p-";;"Weather report";;
"SCA_h1_T1B";"       ";"---p-";;"Recon is unavailable for this turn.";;
"SCA_h1_T2B";"       ";"---p-";;"Recon is unavailable for this turn.";;
"SCA_h_T1Bp";"       ";"---p-";;"Recon is unavailable for this turn.";;
"SCA_h_T2Bp";"       ";"---p-";;"Air recon is unavailable for this turn.";;
