"PROJECT";"DICO";"TOKEN";"REFTEXT";"ID"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"79";"Birt";"127f0690:4048e94a:7ff05cbb:79c683b8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"8";"Busatto";"433a245e:48a69544:16ea9b8a:4dceb759"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"80";"Bisset";"eb47db12:488efdfd:bb93ae9a:8ec12ad2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"81";"Biswell";"fe7ba2cb:40c27be9:5f3b659e:fd5d4023"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"82";"Black";"c82a31d9:4bfdda2c:de07cab4:03c19621"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"83";"Blackstock";"8aa5a4d6:4f004552:6b1c0f90:530e1fad"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"84";"Blackwell";"6ca9bb63:44a18e7b:d928719b:b4527de2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"85";"Blair";"bbe314ee:4f9a8b04:acabfa98:866992e9"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"86";"Blakeley";"6245164b:43b2493d:7714f8b5:88accb2f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"87";"Blakeney";"84367211:4d2555dd:37d92887:cca680e0"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"88";"Blanc";"1d33102d:460d05aa:9e9094be:b5ca1afe"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"89";"Bland";"8fa0549e:4e7fc9cb:684041b1:27023b75"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"9";"Clarke ";"d533567f:43e50586:b6b50f86:e81a534d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"90";"Blanshard";"f8057097:4dbb3c80:36f24694:0f86ecf2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"91";"Blaxall";"6e737966:4ef5a8db:9dd28390:f5e8dbd2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"92";"Bleach";"cea2a457:4d6cb328:34437fbc:8aec3a54"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"93";"Bleasby";"e1f904fd:4fdfa393:e53b9d8e:119397db"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"94";"Bloggs";"03326c71:403683ad:88a16fa1:4e35a6cd"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"95";"Bloodworth";"161e9654:40ff3856:dba24886:c009b508"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"96";"Blount";"ed3a013b:43ca9412:1f5e928c:84079ad9"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"97";"Blundell";"751ece00:478634a8:79287ebd:eae084e5"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"98";"Blyth";"d6f72987:498ca8fb:fdb10cab:ccd74379"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_ANZ.csv";"99";"Boardman";"c743da53:47ad4e60:46544181:a96dce8e"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"519";"Abdi";"a6d0a82d:44c0bbd7:895ec494:d345891a"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"520";"Andy";"80cd2486:479065cd:c0c3888d:4a0cc794"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"521";"Angel";"d92c6fdf:404c03aa:69462d81:1426e3bb"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"522";"Azevedo";"b3ae4f31:4982356f:0c9ac294:d884d724"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"523";"Baillieul";"07a39643:4a702a0f:acb7e3aa:68f06466"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"524";"Barnes";"3bf6ea15:4334763e:23afe3ae:ae2baf96"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"525";"Barradell";"6539a576:4b4bba66:3f55b680:3a87f68b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"526";"Barry";"aa0bb2ed:4b71466a:8227a382:225e71cc"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"527";"Bashnick";"1d19111b:456d4433:b9925982:332e2fd0"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"528";"Bernard";"072e19a2:4690d80c:bda19d87:56d59190"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"529";"Bethune";"20f3bfba:48a4d306:6fdc279e:7fff6de2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"530";"Birch";"f39b7dc6:4cc08334:0a7a2a97:b679e23c"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"531";"Burgoyne";"1ed7e974:44e82aeb:9bc64ab9:3d7e2c99"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"532";"Chabwa";"f7833bed:4ec76172:29ae88b6:3d312db5"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"533";"Chagnon";"4116c694:49553cda:f10b03aa:3951e52d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"534";"Decarie";"79b3bef2:4270e7f8:307d6fa6:fda8c475"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"535";"Den Bakker";"4f8fa26b:46a57503:75ae17a1:c433c314"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"536";"Dunser";"ba187a4c:443b4a18:318096b7:d844fea1"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"537";"Duplessis";"cde85a2c:4a3617ae:3e17fe98:1c7dfff5"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"538";"Feller";"ac6ab021:42dc8351:10e0348b:c5717c4d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"539";"Field";"4e0a3414:4a9ed540:46f665ba:8dad71f8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"540";"Fitzakerley";"c80b5408:452babec:2535e490:f836892b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"541";"Ford";"1488f7f8:4a0b5fdb:7504fdba:f6679e1e"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"542";"Gao";"51ef3c23:40510d65:95c838a5:11cb2223"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"543";"Gaudreault";"e116bab3:4d188765:dca11191:2a198b43"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"544";"Gilbert";"b4373910:4c99b2b4:164dd6ad:47e159ec"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"545";"Gitto";"88d27063:4cb4a9bc:e8290a8c:191b4175"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"546";"Godue";"8bed9324:4d1c3bb7:c38b69a8:71765cdd"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"547";"Goodfellow";"a04b9059:4629480b:f0a629bd:8c6b77a8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"548";"Hamilton";"13a5f0ef:472d1b3b:1e05e587:fc85e817"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"549";"Hewko";"43e3a719:4b359981:e031b283:e4be5ecf"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"550";"Isaacs";"e6033646:44406407:01102dba:773e62a7"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"551";"Jacob";"0b699af2:494efeda:38c5eca8:b279ad3b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"552";"Katchou";"52f84353:46830fe8:b575a8bb:c8b91303"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"553";"Lamarche";"4c946ca9:46780898:64af348e:637e2c5b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"554";"Laplante";"a1d49eff:4ed2fa3e:8e144db3:759ca586"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"555";"LaRose";"ae344132:434403d3:279a5593:f4940097"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"556";"Lavers";"c5e16663:4ce54a31:3fd0f186:3a541d91"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"557";"Lefebvre";"f7722339:422efee5:08314caf:f4bb8aa1"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"558";"Lemieux";"1946db62:49ce788c:29c4d7bb:47e2df60"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"559";"Li";"8a122114:4a378c8f:1c532db2:9a184ad1"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"560";"Lombardo";"990436d8:457c9a03:1e56c3b4:d7f8b4f1"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"561";"Luo";"bf83587f:4f34c7cb:b0a1e18b:6349ace1"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"562";"Ma";"19f65c6a:468e7b0e:c3ce7bad:64401e57"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"563";"Mackenzie";"5f6d82af:4d2f8267:27d3d199:3c0f62de"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"564";"Marchand";"e2704571:4003dfc0:472846b1:673d3982"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"565";"Massia";"fe2dae25:4cd5c3e6:bc19f096:2adedb41"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"566";"McKee";"433cb28c:45a73ebd:f95a9bb2:a6b412aa"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"567";"Menard";"b0856051:4df96720:592985a6:28eb05cd"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"568";"Milley";"016cbb71:479a2132:6582aebd:68d66531"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"569";"Nesbitt ";"42982b4c:421dd05e:bedb10a1:c3cf479f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"570";"Osborn ";"e78237e1:4626351e:af3506a4:a8d6386a"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"571";"Osmond";"b252fd7e:44fab30a:81d95aa0:bc74e47a"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"572";"O'Brien";"3ef969bf:4dcc213c:2da6a883:981f2291"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"573";"Parratt";"65308945:49bc7e4a:be052d81:e608e42b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"574";"Patara";"f6159289:48aa2468:b418fe82:3cd39725"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"575";"Penney";"865313c6:477a94a9:e22419ba:6bf96953"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"576";"Petrakos";"9957dc42:40370322:1d429ba9:399168d2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"577";"Pigott";"297ae050:4f0f4fae:f9f610a2:ad633fd3"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"578";"Pilon";"730ab7e4:49b16f75:6899e0b4:5247934c"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"579";"Proulx";"f8919868:4670a298:716d40bc:fde93aa4"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"580";"Proutt";"c2d48e2f:4e15e854:a2319c99:499900d8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"581";"Ryan";"316f3fd7:48e6e78f:07d051a8:2f67ca6d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"582";"Sands";"f5e80e11:474ba5c8:c3182d81:1364e173"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"583";"Saunders";"b0284c40:41560c00:f2fb14a6:20e6f686"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"584";"Sexsmith";"fc4bbd0d:40680edd:0ef7a897:1e20ae56"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"585";"Shearman";"1189c43f:45da8dc2:ed773b94:50b5bf40"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"586";"Sigmar";"67e40559:4b433bbe:1b7969b4:00fc538c"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"587";"Stupar";"6e7fe69a:4d864215:82d251b1:d8f25934"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"588";"Sutter";"d7b8a4f7:408655bd:6f36fd9c:a70ecbb9"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"589";"Taylor";"00dbe0ad:4b90095b:1f0fa392:2592be73"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"590";"Teng";"69576e68:465aebf8:4bd68888:ef34f291"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"591";"Thibodeau";"a0767f04:4316bdc3:df4ab3a2:72a5bde4"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"592";"Tremblay";"2faa91b4:468deaa4:8ab16984:f0a5c663"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"593";"van Iderstine";"baf83b65:47432308:78a021a0:302958e2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"594";"van Schalkwijk";"a78ed226:4136b790:44bf9a82:8a17fea5"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"595";"Verity";"2c7d2ccc:4a5a9dc7:4e7957b1:75d94faa"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"596";"von Schoenberg";"38977e43:49e4d852:e8e8a981:049b680e"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"597";"Wesch";"bf6bd7ad:41727167:8e8d71b3:c7342026"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"598";"Williamson";"fa58eb70:4583619d:71c544b7:cac63b77"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"599";"Yarish";"8e2f6bb2:428f088d:f887a9bf:add8d43f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"600";"Yuen";"9d0c9723:4784444c:af6553bf:26cd518b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CAN.csv";"601";"Zurakowski";"dd512664:4f72a304:7f2d6f85:d00af95b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"1";"Bai Jiayong";"f9f11269:42aa48c4:384d0d8a:88e7ec6d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"10";"Guan";"75ba9f39:4864e18c:f3bcbcbc:e11c6424"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"100";"Dīng";"8ba1b2bc:4ac61ab7:fbdca6b9:6af608e0"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"101";"Rèn";"0e334041:4ac1a6b7:105f4eaf:4e3743e8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"102";"Shěn";"5bc72409:4b7f7b95:6f8f21ab:fafdc83b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"103";"Yáo";"01112b4e:4b030e7a:76f34498:4751ce8f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"104";"Lú";"46491e50:418ae28c:7924a487:625f3447"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"105";"Jiāng";"8faf5aea:4817dac6:025a968a:008094f8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"106";"Cuī";"60c8d0c0:4d4936ed:347ab2b7:d2f23667"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"107";"Zhōng";"9d4a255b:474c05b7:c0eadc98:39680579"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"108";"Tán";"31ab604a:43a619e2:fb559b84:686fb402"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"109";"Lù";"a87837a4:401dd029:49773eb2:c73cc7c9"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"11";"Guang";"f66ab19f:49327e06:3714b6a6:e1ba493d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"110";"Wāng";"d091e911:4be5b563:a2294db1:b8b315bd"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"111";"Fàn";"5b2a7004:4ee640ef:3d787d8e:43eea5a6"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"112";"Jīn";"d235aaf2:40c95f5c:55448386:e38d1e8f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"113";"Shí";"664be90c:440b6446:05fd5b8e:4caf5287"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"114";"Liào";"58926648:439ba95c:a17c049e:9603b1eb"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"115";"Jiǎ";"8152e357:486dcbec:5d8d82a3:24dfdeec"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"116";"Xià";"37f41e25:4774fec7:936988b7:e6deab4d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"117";"Wéi";"dbb7d751:48670ed3:9ed601ae:65bf6f22"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"118";"Fù";"7fd4a2c6:4d446ed5:8e19b3a5:5362293f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"119";"Fāng";"9b3035c7:48cae5af:be8e258b:3453a63e"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"12";"Ho";"8ce27fe0:4d275c65:70174188:175c98f8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"120";"Bái";"4a6f961a:4cdb72dc:81e5b9b8:cb8ab8d8"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"121";"Zōu";"ab01796d:4ce8b6a6:5dd6de85:54704248"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"122";"Mèng";"c0b05f2d:4092c2c6:fd083689:8a0e309a"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"123";"Xióng";"098064b4:47e582da:70bc80ac:47072a04"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"124";"Qín";"6dce1930:401bf730:7f99df8d:4161cd2a"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"125";"Qiū";"9732d025:43fb4c50:031bd5a2:8d180060"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"126";"Jiāng";"20d69121:420b7a99:72a67489:28a5f331"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"127";"Yǐn";"3f17b17f:481a00eb:fa66b2b2:23a3febd"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"128";"Xuē";"8e9022fc:45960f94:40dce788:934ab311"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"129";"Yán";"78f39bef:40801c69:643ee8af:430e4836"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"13";"Huang";"39dae5c5:4b427e4d:a4467ca0:25429e43"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"130";"Duàn";"32e45d76:44cc3db8:b29eb19a:cfe438fe"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"131";"Léi";"90617b6c:4988d605:90fcaca1:c1783968"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"132";"Hóu";"354ebe72:44c4a254:067bafab:b6e4efff"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"133";"Lóng";"73a0fd80:42a31da1:9fcde4a0:397a6bae"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"134";"Shǐ";"6ac610ec:460aee6d:aa703dab:c21ef437"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"135";"Táo";"6bb19913:4e837dea:90cb70b7:ccef8640"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"136";"Lí";"aef19709:4aed7e3b:d62dcbac:f4620271"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"137";"Hè";"c6921f74:40255eaa:3086bd99:4e5e6052"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"138";"Gù";"d2973bf2:4df3c279:424a489e:c313c46f"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"139";"Máo";"ba7b294b:459eda1a:1b41ed85:c31eb122"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"14";"Jiefang Zhang";"4f099378:4dedf6c9:afaa7f9d:11b8772c"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"140";"Hǎo";"093d83e1:4e66bb69:2accab9c:940da034"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"141";"Gōng";"f2942a22:48b48030:fe200ab6:aa779423"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"142";"Shào";"36e5b2fb:4e455624:af7d6bb0:eeb610e1"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"143";"Wàn";"3138a1dd:484c102a:9c65e6b2:e894fd3e"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"144";"Qián";"6efd7cfa:482b809f:77233282:808a59a0"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"145";"Yán";"2240ef58:43f9653e:05b5b9b7:b68eac00"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"146";"Tán";"4248bd8e:4758b6b2:cde7cca8:8e3eff89"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"147";"Wǔ";"4582fd7f:4f8eee77:c882439b:477303db"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"148";"Dài";"4bd0d442:44b4b80a:6f663186:2c7008dc"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"149";"Mò";"dd1ab7b7:43032bf4:2551bea3:70932997"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"15";"Jin Kela";"38f4f004:4407f1a4:34203296:5e8b1f3d"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"150";"Kǒng";"ab556db0:42615c28:2603acb1:e6e96caf"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"151";"Xiàng";"a97f1182:46fbf6f9:9bc56897:725ce074"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"152";"Tāng";"67ef0968:4fa29a1c:f78e1ab1:6e0d30ba"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"153";"Kāng";"27c4df9a:4986dced:e01a2c8b:5c1b5d61"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"154";"Yì";"e8d87cba:45e68cea:18fc818c:a85780bf"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"155";"Cháng";"0565f89e:468fd781:5c773580:4c875a68"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"156";"Qiáo";"38284384:49a5458f:0b84138c:48353f6b"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"157";"Lài";"794036d8:4f9b9eb1:3e3bd788:0a2bf171"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"158";"Wén";"765af72a:4fb4e1b0:291c79bd:6fa28ef0"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"16";"Kwong";"7f661203:46f76cc1:ec91a385:3a3c0aa5"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"17";"Laihao";"418597dc:4c2985f4:434e11af:89ebd692"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"18";"Lee Weizhong";"0577ed97:40b5f39f:cf9242b4:ab964143"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"19";"Lei";"c7e3e2f6:4b970acf:909492af:e96c9fc2"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"2";"Chan Yin";"d337a5fe:4df7a5eb:124996aa:bdbd3904"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"20";"Leow";"66a4dfe7:43fd8c9b:909ef89d:a04595fb"
"WARGAME";"GameData:\Gameplay\Unit\Names\UNITNAMES_CHI.csv";"21";"LiangHao";"e59be0bb:44bf8b2d:70cd4097:1052659f"
