"TOKEN";"COMMENT";"DO NOT TRANSLATE";CONSTRAINT;"REFTEXT";"CLASSEMENT";"ExisteDansSlayer"
"HB2MOrmel";"        ";"-J--j";;"ポーランド戦線 (1944年8月21日) #3vs3";"A Polish Battlefield (August 21st, 1944) #3vs3";
"HB2MOrmelD";"       ";"-J--j";;"ポーランド戦線";"A Polish Battlefield";
"HB3Blueco";"        ";"-J--j";;"作戦名 ブルーコート (1944年7月30日) #2vs2";"Operation Bluecoat (July 30th, 1944) #2vs2";
"HB3BluecoD";"       ";"-J--j";;"作戦名 ブルーコート";"Operation Bluecoat";
"HB3PtHoc";"         ";"-J--j";;"レンジャーが道を拓く (1944年6月7日) #2vs2";"Rangers Lead The Way (June 7th, 1944) #2vs2";
"HB3PtHocD";"        ";"-J--j";;"レンジャーが道を拓く";"Rangers Lead The Way";
"HB4Cauml";"         ";"-J--j";;"コーモンズギャップ (1944年6月12日) #1vs1";"Caumont's Gap (June 12th, 1944) #1vs1";
"HB4CaumlD";"        ";"-J--j";;"コーモンズギャップ";"Caumont's Gap";
"HB4MSBl";"          ";"-J--j";;"Dawn of the Panthers (1944年7月6日) #1vs1";"Dawn of the Panthers (July 6th, 1944) #1vs1";
"HB4MSBlD";"         ";"----j";;"Dawn of the Panthers";;
"HB5Carpt";"         ";"-J--j";;"作戦名 ウインザー (1944年7月4日) #2vs2";"Operation Windsor (July 4th, 1944) #2vs2";
"HB5CarptD";"        ";"-J--j";;"作戦名 ウインザー";"Operation Windsor";
"HB6Dstck";"         ";"-J--j";;"作戦名 デッドスティック (1944年6月6日) #2vs2";"Operation Deadstick (June 6th, 1944) #2vs2";
"HB6DstckD";"        ";"-J--j";;"作戦名 デッドスティック";"Operation Deadstick";
"HBTTLES";"          ";"-J--j";;"戦史シナリオ";"HISTORICAL BATTLES";
"HB_SCEHO";"         ";"-J--j";;"史実の結果\n--------------------------------\n";"HISTORICAL OUTCOME\n--------------------------------\n";
"HB_SCEOB";"         ";"-J--j";;"作戦目標\n--------------------------------\n";"OBJECTIVES\n--------------------------------\n";
"HB_SCEOF";"         ";"----j";;"--------------------------------";;
"HB_SCEPR";"         ";"-J--j";;"シナリオ\n--------------------------------\n";"SCENARIO PRESENTATION\n--------------------------------\n";
"HS01";"             ";"----j";;"BURON SOLO";;
"HS02";"             ";"----j";;"BURON COOP";;
"Hint2_8";"          ";"-J--j";;"観戦モードが有効になっているゲームではオブザーバになる事が出来る.ゲームリストの中にある観戦ボタンを押すだけだ.";"Any game with spectator mode activated can be observed. Simply click on the Spectate button in the game list.";
"HistoForcs";"       ";"-J--j";;"敵軍";"OPPOSING FORCES";
"HistoText";"        ";"-J-pj";;"このモードは,歴史上実際に起きた戦闘をプレイする機会を与えます.戦闘群は,史実に出来るかぎり沿うように事前作成され変更できません,\n\nプレイヤー側は,作戦目標を奪取し維持します.";"This mode gives you the opportunity to play historical battles as they were fought. Battlegroups are pre-made and can't be modified, and the same for the settings, in order to match historical conditions as far as possible.\n\nThe player(s) mission is to capture or hold objectives assigned to the officers they will be impersonating.";
"HistoTitle";"       ";"-J--j";;"シナリオ\n--------------------------------\n";"SCENARIO PRESENTATION\n--------------------------------\n";
"LobbyC112L";"       ";"-J--j";;"第112高地 最後の抵抗(連合国 攻撃)";"Last stand on Hill 112 (Allied attack)";
"LobbyC112X";"       ";"-J--j";;"第112高地 最後の抵抗(枢軸国 攻撃)";"Last stand on Hill 112 (Axis attack)";
"LobbyCheuL";"       ";"-J--j";;"シューへの攻勢 (連合国 攻撃)";"Offensive on Cheux (Allied attack)";
"LobbyCheuX";"       ";"-J--j";;"シューへの攻勢 (枢軸国 攻撃)";"Offensive on Cheux (Axis attack)";
"LobbyColbL";"       ";"-J--j";;"コロンベル製鋼所 (連合国 攻撃)";"Assault on Colombelles (Allied attack)";
"LobbyColbX";"       ";"-J--j";;"コロンベル製鋼所 (枢軸国 攻撃)";"Assault on Colombelles (Axis attack)";
"LobbyMerdL";"       ";"-J--j";;"メルドレ交差路 (連合国 攻撃)";"Crossing the Merderet (Allied attack)";
"LobbyMerdX";"       ";"-J--j";;"メルドレ交差路 (枢軸国 攻撃)";"Crossing the Merderet (Axis attack)";
"M01US";"            ";"-J--j";;"作戦任務 1: ヘッジロウヘル";"Mission 1: Hedgerow Hell";
"M01USDesc";"        ";"-J--j";;"\n 宛: ウォーレン少佐,\n\n 当初の作戦計画通りではないが,侵攻はうまくいっている.我々は適切な場所から戦いの火蓋を切ったであろう.\n\n貴官の主目標は,オードゥヴィル＝ラ＝ユベール(Audouville-la-Hubert)の分岐路を確保し,ユタ海岸へと移動するドイツ軍を待ち伏せ,そして,できる限り早急に反撃する.第4歩兵師団がサント＝メール＝エグリーズ(Sainte-Mere-Eglise)へ向かう道を切り開いてもらいたい.スピードがここでは最重要視される.\n\n貴官の副目標は,第4歩兵師団の進行を妨げる 秘匿された重対戦車砲と野砲の位置を特定し 黙らせてもらいたい.\n\n--------------\n主目標\nDD戦車の進路を確保せよ.";"\n Major Warren,\n\n The invasion is well underway, although not exactly as we had planned it. But we will start the war from right where we are.\n\nAs for you, the primary objective of your Task Force is to secure the crossroad at Audouville-la-Hubert and ambush any German forces trying to move against Utah Beach. Then, counterattack as soon as possible to open the way of Sainte-Mère-Eglise for the 4th Infantry Division's assault units. Speed is of the essence here.\n\nYour secondary objective is to locate and silence the heavy AT guns and howitzer slowing the 4th Division's advance inland.\n\n--------------\nMAIN OBJECTIVE\nSecure the way for the DD tanks.";
"M01USR";"           ";"-J--j";;"主目標: DD戦車の進路を確保せよ.";"Main objective: Secure the way for the DD tanks.";
"M02US";"            ";"-J--j";;"作戦任務 2: 降下兵賛歌(Blood on the Risers)";"Mission 2: Blood on the Risers";
"M02USDesc";"        ";"-J--j";;"\n 宛: ウォーレン少佐,\n\n 第4歩兵師団は橋頭堡を拡大しながら内陸に向け移動中である.しかしオーバーロード作戦の成功はまだ流動的である: 我々の空挺部隊は 若干あいまいに降下したようだ.連隊での作戦目標を,わずか中隊か大隊規模でしか確保できていない.我々は彼らに増援が必要と考えている.\n\n貴官の作戦目標は第4歩兵師団のエリート部隊を引き連れサント＝メール＝エグリーズ(Sainte-Mere-Eglise)を確保し第505連隊と合流することである.彼らはあまりに少数で弾薬も尽きている.彼らと合流したら物資を補給して共にドイツ軍の反撃を食い止めよ.\n\nこの作戦の進行を支援するために航空支援と艦砲射撃を優先的に割り当てる予定でいる.\n\n--------------\n主目標\nサント＝メール＝エグリーズ(Sainte-Mere-Eglise)にいる空挺部隊と合流せよ.";"\n Major Warren,\n\n 4th Infantry Division is moving inland, expanding the beachhead. But the success of Overlord is still in the balance: our paratroopers have been dropped in a somewhat cavalier manner and regimental objectives are being held by mere companies and battalion. We need to reinforce them.\n\n Your objective, with the advanced elements of 4th Infantry Division under your command, is to get to Sainte-Mère-Eglise as fast as possible to secure the 505th Parachute Regiment. They are too few, and almost out of munitions. Get to them, re-supply them, and help them to fight off the German counter-attacks.\n\nYou will get priority support from the Air Force & Navy guns to help clear your way for that mission.\n\n--------------\nMAIN OBJECTIVE\nLink up with the paratroopers in Sainte-Mère-Eglise.";
"M02USR";"           ";"-J--j";;"主目標: サント＝メール＝エグリーズ(Sainte-Mere-Eglise)にいる空挺部隊と合流せよ.";"Main objective: Link up with the paratroopers in Sainte-Mère-Eglise.";
"M03US";"            ";"-J--j";;"作戦任務 3: 燃える橋";"Mission 3: Burning Bridges";
"M03USDesc";"        ";"-J--j";;"\n 宛: ウォーレン少佐,\n\n サント＝メール(Sainte-Mere)に対する当面の脅威は一時的にやんだが, これは単なる小休止に過ぎない.ドイツ軍は,メルドレ川西岸に戦力を集めサント＝メール(Sainte-Mere)を奪い返し分岐路を確保しようとしている.\n\n貴官への命令は,そこに向かい第508連隊第1大隊の指揮を執って増援が送られてくるまでドイツ軍に橋を確保されるのを防ぐことだ.そのあと充分に戦力を整えたら,直ちにドイツ軍の物資集積所を攻撃し,彼らを撃退することが作戦目標となる.\n\n副目標として,当該作戦区域で空軍の活動を妨げている,主たる対空兵器の位置を特定し破壊せよ.それを無力化できると航空支援を直に受け取れるだろう.\n\n--------------\n主目標\n橋を維持せよ.";"\n Major Warren,\n\n The immediate threat against Sainte-Mère is lifted, but it is merely a respite. The Germans are gathering forces West of the Merderet river and trying to secure a crossing to get back at Sainte-Mère.\n\n Your orders are to get there, take command of the 508th's 1st battalion and prevent the Germans from securing the main causeway's bridge until we can send you more reinforcements. Then, once you've built up enough strength, your objective is to attack the German concentration area and repel them.\n\nAs a secondary objective, try to locate and destroy a major anti-aircraft, next preventing the Air Force from operating in the area. If you can neutralise it, air support will be directed your way.\n\n--------------\nMAIN OBJECTIVE\nHold the bridge.";
"M03USR";"           ";"-J--j";;"主目標: 橋を維持せよ.";"Main objective: Hold the bridge";
"M04US";"            ";"-J--j";;"作戦任務 4: 鋼の拳";"Mission 4: Iron Fist";
"M04USDesc";"        ";"-J--j";;"\n 宛: ウォーレン少佐,\n\n ボプト(Baupte)村の近くで,第100補充装甲部隊(Panzer-Ersatz-Abteilung 100)の位置が特定された.どうやら,旧型戦車がノロノロと退却しているようで,貴官の大隊と向かい合った第101空挺師団の一部との間に,敵を誘い込む機会が与えられたのだ!\n\n貴官への命令は,第506連隊と合流し,101師団との貴官の間に,できる限り多くのドイツ軍を誘い込め.\n\n副目標として,地元のレジスタンスと連絡を取れ:彼らは,退却中の占領軍には,すこしばかり熱心に対処するように見える,もし彼らの熱意と通じることができれば,いくらか力になってくれるだろう.\n\n--------------\n主目標\nドイツ軍を倒せ.";"\n Major Warren,\n\n Panzer-Ersatz-Abteilung 100 has been located near the village of Baupte. It seems its old tanks are slowing its retreat, which gives us the opportunity to trap it between your battalion and elements from the 101st Airborne coming the opposite way!\n\n Your orders are to link with the 506th, from 101st Airborne, thus trapping as many German troops as possible between you.\n\n As a secondary objective, try to get in contact with the local Resistance: they seem a bit over-eager to get to grips with the retreating occupier, and could be of some help if you are able to channel their zeal.\n\n--------------\nMAIN OBJECTIVE\nDefeat the Germans.";
"M04USR";"           ";"-J--j";;"主目標: ドイツ軍を倒せ.";"Main objective: Defeat the Germans";
"MISSION1";"         ";"-J--j";;"作戦任務 1: 遙かなティペラリー(It's a long way…)";"Mission 1: It's a long way…";
"MISSION1D";"        ";"-J--j";;"\n 宛: サー・コリン,\n\n エプソム作戦の先頭に立てることは第46(Highland)歩兵旅団の名誉である.\n\n貴官の主目標は,シュー(Cheux)村を奪取するだけではなく,維持することがより重要となる.エプソム作戦を計画通りに進めるため,手順通りにシュー(Cheux)村を我々の手中に収めることが極めて重要だ.\n\n第31機甲旅団が貴官の攻撃を支援し続けるだろう,しかし彼らには歩兵部隊が欠けている: 貴官の部隊の一部を使って彼らを守り,目標に素早く到着する手段を講じてほしい.そうすれば彼らは全力で貴官を支援する.\n\n--------------\n主目標\nシュー(Cheux)を奪取し維持せよ.";"\n Sir Colin,\n\n It is your 46th (Highland) Infantry Brigade's honour to lead the way for Operation Epsom.\n\nYour primary objective is not only to take the village of Cheux, but more importantly to hold it. It is vital that Cheux remains in our hands in order for Epsom to proceed according to plan.\n\nThe 31st Tank Brigade will be supporting your attack, but it lacks infantry: protect them with some of your own to make sure they reach the objective quickly and provide you with all the support they can.\n\n--------------\nMAIN OBJECTIVE\nTake & hold Cheux.";
"MISSION1G";"        ";"-J--j";;"作戦任務 1: 来訪者(Sie kommen)!";"Mission 1: Sie kommen!";
"MISSION1GD";"       ";"-J--j";;"\n 宛: ラウホ大佐,\n\n お待ちかねの,連合軍の進攻が,ここノルマンディで始まった. 'これは陽動ではない'ロンメル元帥は嘘を言わなかった. 連合軍の主力は, 橋頭堡を確立しようとしている.\n\nわが師団の最も傑出した戦闘群として,貴官の主目標は,敵の波状攻撃を制しつつ, 昨晩,我々の背後に降下した降下兵が,それと合流するのを防げ.\n\n副目標は,もし可能ならば,ウイストルアム(Ouistreham)で包囲されている,第736擲弾兵旅団を支援し,救出してもらいたい.\n\n--------------\n主目標\nベヌヴィル(Benouville)からの敵を防げ.";"\n Oberst Rauch,\n\n The long-awaited Allied invasion has begun, here, in Normandy. Field Marshal Rommel has no doubt that it is not a diversionary operation, but the Allies' main attack trying to establish a bridgehead. \n\nAs our division's most advanced battlegroup, your primary objective is to hold the enemy tide and prevent its assault units from linking up with the paratroopers dropped at our back during the night.\n\nYour secondary objective, if feasible, is to provide support to the 736. Grenadier-Regiment's battalion besieged in Ouistreham, and prevent its destruction.\n\n--------------\nMAIN OBJECTIVE\nPrevent the enemy from reaching Bénouville.";
"MISSION1GR";"       ";"-J--j";;"主目標: ベヌヴィル(Benouville)からの敵を防げ.";"Main objective: Prevent the enemy from reaching Bénouville.";
"MISSION1R";"        ";"-J--j";;"主目標: シュー(Cheux)を奪取し維持せよ.";"Main objective: Take and hold Cheux.";
"MISSION2";"         ";"-J--j";;"作戦任務 2: オドンの戦い";"Mission 2: Battle for the Odon";
"MISSION28";"        ";"----j";;"Training 1";;
"MISSION28D";"       ";"-J-pj";;"戦車戦演習";"Armored fight training exercise";
"MISSION2D";"        ";"-J-pj";;"\n 宛: サー・コリン,\n\n ドイツ軍は,我々がシュー(Cheux)を突破したことで動揺したが,しかし彼らは迅速に立て直しつつある.我々は,彼らが立て直す前にオドン(Odon)を急いで渡る必要がある.\n\n貴官への命令は,少なくとも川にかかる橋の１つを確保し,対岸に橋頭堡を構築すること.軍団は油断なく支援提供し,貴官が確保後速やかに渡河する.\n\n気をつけろ,ドイツ軍は,そうやすやすと,オドン(Odon)の対岸の地には足を下ろさせてはくれないだろう,彼らは反転攻勢の準備をしている.\n\n--------------\n主目標\nドイツ軍を撃破せよ.";"\n Sir Colin,\n\n The Germans have been shaken by our breakthrough at Cheux, but they are recovering quickly. We need to hurry and cross the Odon before they can reorganise.\n\n Your orders are to secure at least one bridge over that river and establish a beachhead on the other side. Corps assets are on alert to give you support and exploit a crossing as soon as you have secured one.\n\nBe careful, the Germans won't easily let us set foot on the other side of the Odon, and they are building for a counter-offensive.\n\n--------------\nMAIN OBJECTIVE\nDefeat the Germans.";
"MISSION2G";"        ";"-J--j";;"作戦任務 2: ペガサス橋";"Mission 2: Pegasus Bridge";
"MISSION2GD";"       ";"-J--j";;"\n 宛: ラウホ大佐,\n\n ベヌヴィル(Benouville)の橋を確保している英国降下兵は,主な橋頭堡から孤立している.これは奴らを全滅させるには,またと無い機会である.\n\n貴官の作戦目標は,彼らが特殊部隊やメルヴィル(Merville)からの増援部隊によって強化される前に攻撃し橋を奪取せよ.\n\n--------------\n主目標\nオルネ(Orne)橋を確保せよ.";"\n Oberst Rauch,\n\n The British paratroopers holding the bridge at Bénouville are now isolated from the main beachhead. This is an opportunity to wipe them out, which we won't get again.\n\nYour objectives are to attack and retake that bridge from them before they can be reinforced by commandos and more airborne troops coming in from Merville.\n\n--------------\nMAIN OBJECTIVE\nSecure the Orne bridges.";
"MISSION2GR";"       ";"-J--j";;"主目標: オルネ(Orne)橋を確保せよ.";"Main objective: Secure the Orne bridges.";
"MISSION2R";"        ";"-J--j";;"主目標: ドイツ軍を撃破せよ";"Main objective: Defeat the Germans";
"MISSION3";"         ";"-J--j";;"作戦任務 3: スコットランド街道";"Mission 3: The Scottish Corridor";
"MISSION3D";"        ";"-J-pj";;"\n 宛: サー・コリン,\n\n 第11機甲師団が陣頭に立つ時が来た,112高地(Hill 112)における最終決戦の用意をせよ. ドイツ軍は,黙って見てる気はない, 第11師団の移動途中で攻撃のしやすい時に,叩いてくるのは間違いない.\n\n貴官の作戦は,≪スコットランド街道≫を開け続けておくこと: 道路を確保し,第11師団の装甲輸送車両群を防護せよ.彼らは,いかなる代償を払ってでも通過させなければならない.\n\nドイツ軍は,回廊の両側に装甲部隊を集結させていて,貴官を挟撃しようと目論んでいる.\n\n--------------\n主目標\n第11装甲師団の輸送車両群を防護せよ.";"\n Sir Colin,\n\n It is time for the 11th Armoured Division to take the lead, in preparation for the final assault on Hill 112. The Germans won't allow this to happen and will strike at the 11th while it is vulnerable, en route to its concentration area.\n\nYour mission is to keep the « Scottish Corridor » open: secure the road and protect the 11th Armoured's convoys. They must get through at all costs.\n\nThe Germans have been concentrating armoured troops on both sides of the corridor, so expect them to try to take you in a pincer movement.\n\n--------------\nMAIN OBJECTIVE\nProtect the 11th Armoured's convoy.";
"MISSION3G";"        ";"-J--j";;"作戦任務 3: パンツァーフォー!";"Mission 3: Panzer Vor!";
"MISSION3GD";"       ";"-J--j";;"\n 宛: ラウホ大佐,\n\n ベヌヴィル(Benouville)橋は今確保された,ロンメル元帥は, 我々第21装甲師団と第12SS装甲師団らに,橋頭堡への攻撃と,連合軍をドーバーに叩きこむよう命令された.しかし英軍は,危険を十分に察知しており,我々の侵攻途上に,既に部隊を配置している.\n\n貴官へ命令は,英軍が増強される前に,遅滞なく攻撃して防御陣形を突き進み,一日が終わる前に,リオン＝シュル＝メール(Lion-sur-Mer)の正面にできる限り多くの部隊を連れて行かなければならない.\n\n第12SS装甲師団は,橋頭堡への最終攻撃を支援する為に,貴官が通った跡に続いていくだろう,従って,貴官は部隊の背後を気にする必要はない.\n\n--------------\n主目標\nかなりの数を部隊をリオン＝シュル＝メール(Lion-sur-Mer)へ突破させよ.";"\n Oberst Rauch,\n\n With the Bénouville bridge now secured, Field Marshal Rommel has ordered the concentration of our 21. Panzer & 12. SS-Panzer divisions to strike against the beachhead and push the Allies back into the sea. But the British, well aware of the danger, have already deployed troops on our main axis of advance.\n\nYour orders are to strike now without delay, and pierce the British defences before they are too strong, in order to bring as many troops as possible in front of Lion-sur-Mer before the end of the day.\n\nThe 12. SS-Panzer division will be following in your wake to support the final push against the beachhead, therefore you won't have to worry about your rear.\n\n--------------\nMAIN OBJECTIVE\nBreak through toward Lion-sur-Mer with a sizable force.";
"MISSION3GR";"       ";"-J--j";;"主目標: かなりの数を部隊をリオン＝シュル＝メール(Lion-sur-Mer)へ突破させよ.";"Main objective: Break through towards Lion-sur-Mer with a sizeable force.";
"MISSION3R";"        ";"-J--j";;"主目標: 第11装甲師団の輸送車両群を防護せよ.";"Main objective: Protect the 11th Armoured's convoy";
"MISSION4";"         ";"-J--j";;"作戦任務 4: 峠を越え さらなる遠くへ";"Mission 4: Over the hill and far away";
"MISSION4D";"        ";"-J--j";;"\n 宛: サー・コリン,\n\n 112高地(Hill 112)を統制し,ノルマンディを統制する者. 今はドイツ軍の手中にあるが,遅かれ早かれ,我々に手離すはずだ.\n\n貴官の作戦目標はシンプルだ: 112高地(Hill 112)を占領せよ.第2SS装甲軍の防御を突破し,高原の敵を除去し,そして防御陣形をとる準備をせよ,ジェリー達は,そう簡単にはあきらめないぞ.\n\n確実に,どんなにコストがかかっても丘の頂上を保持せよ,ノルマンディを我が手に.\n\n--------------\n主目標\n112高地(Hill 112)を占領し維持0せよ.";"\n Sir Colin,\n\n He who controls Hill 112, controls Normandy. It is in German hands right now, but in due time it must pass into ours.\n\nYour objective is simple: to seize the top of Hill 112. Break through the II. SS-Panzer-Korps defences, clear the plateau, and then prepare your defensive positions, for the Jerries won't give it up so easily.\n\nMake sure to hold the top of that hill whatever the cost, and give us Normandy, General.\n\n--------------\nMAIN OBJECTIVE\nTake & hold Hill 112.";
"MISSION4G";"        ";"-J--j";;"作戦任務 4: 獅子達の巣窟";"Mission 4: The Lion's Den";
"MISSION4GD";"       ";"-J--j";;"\n 宛: ラウホ大佐,\n\n 侵略者を打ち負かすには二度と無いチャンスである: 我々は,今ここで連合軍をドーバーに突き落とすことに成功したか,カナダ軍と英軍に挟撃される罠に落ちたか,どちらかである.我々の人生を掛けた戦いになるだろう; この二日間の戦闘で,英軍は,撃破するのが可能なほどに,じゅうぶんに弱体した.\n\n貴官への命令は,第12SS装甲師団の支援をうけて,共に攻撃せよ,簡潔に言うと: 橋頭堡を破壊し,やつらをドーバーに叩きこめ!\n\n--------------\n主目標\n英国系カナダ人を倒せ.";"\n Oberst Rauch,\n\n This is our one and only chance of defeating the invasion: either we succeed in throwing the Allies back to the sea here and now, or we get trapped between the Canadian & British forces. This is going to be the fight of our life; let's hope that these last two days of combat have weakened the British enough to make it possible.\n\nYour orders, as well as the 12. SS-Panzer which will be supporting the attack, are simple: crush the beachhead, and push them back to the sea!\n\n--------------\nMAIN OBJECTIVE\nDefeat the Anglo-Canadians.";
"MISSION4GR";"       ";"-J--j";;"主目標: 英国系カナダ人を倒せ.";"Main objective: Defeat the Anglo-Canadians.";
"MISSION4R";"        ";"-J--j";;"主目標: 112高地(Hill 112)を占領し保持せよ.";"Main objective: Take & hold Hill 112";
"OP1";"              ";"-J--j";;"作戦名 エプソム #star#star";"OPERATION EPSOM #star#star";
"OP1DHG";"           ";"-J--j";;"ゴードン・マクミラン少将\n第15歩兵師団";"Gordon MacMillan\nMajor General\n15th Infantry Division";
"OP1MID";"           ";"-J--j";;"オドンの初戦としても知られている「エプソム作戦」は, ノルマンディにおける, 1944年6月26日から30日に掛けての英軍による大攻勢を指す.\n\n作戦目標は,敵を出し抜くため,カーンとノルマンディ低地を見下ろす小高地,第112高地を占領することだった. 第112高地は ≪ノルマンディの最重要地点≫ とみなされており: どちらが占領しても,カーン市を支配下におけるので,連合軍侵攻一日目の主目標であった.";"Operation Epsom, also known as the First Battle of the Odon, was a major British offensive taking place between 26th and 30th June 1944, during the Battle of Normandy.\n\nThe objective was to outflank and seize Hill 112, a small height overlooking Caen and the Normandy lowlands. Hill 112 was considered the « Key of Normandy »: whoever held it could control the city of Caen, a major Allied objective from Day 1 of the invasion.";
"OP1TOP";"           ";"-J--j";;"日付:\n1944年6月26日～7月10日\n\nプレイヤーサイド:\n連合国\n\n師団:\n第15(スコティッシュ)歩兵師団\n\nプレイヤー:\nサー・コリン・ミュアー・バーバー准将\n\n***\n\n#gras{難易度: とても難しい}\n\n";"DATE:\nJune 26th-July 10th, 1944\n\nPLAYABLE SIDE:\nAllied\n\nDIVISION:\n15th (Scottish) Infantry Division\n\nPLAYED AS:\nBrig.Gen. Sir Colin Muir Barber\n\n***\n\n#gras{Difficulty: Very Hard}\n\n";
"OP1aDHD";"          ";"-J--j";;"クルリー, 1944年6月26日";"Creully, June 26th 1944";
"OP1bDHD";"          ";"-J--j";;"クルリー, 1944年6月27日";"Creully, June 27th 1944";
"OP1cDHD";"          ";"-J--j";;"クルリー, 1944年6月28日";"Creully, June 28th 1944";
"OP1dDHD";"          ";"-J--j";;"クルリー, 1944年7月10日";"Creully, July 10th 1944";
"OP2";"              ";"-J--j";;"大西洋の壁 #star";"ATLANTIKWALL #star";
"OP2DC";"            ";"-J--j";;"\n\n作戦 指令\n--------------------------------\n";"\n\nMISSION ORDER\n--------------------------------\n";
"OP2DHG";"           ";"-J--j";;"エドガー・フォイヒティンガー中将\n第21装甲師団";"Edgar Feuchtinger\nGeneralleutnant\n21. PanzerDivision";
"OP2MID";"           ";"-J--j";;"6月6日の日付が変わる頃,第21装甲師団麾下の小規模なカンプフグルッペは,何とかリオン＝シュル＝メール(Lion-sur-Mer)に達っすると,英国-カナダ橋頭堡を事実上,真っ二つに分断してソード&ジュノ海岸の上陸地点を脅かしている.けれども,支援が欠けていたため,連合軍に蹂躙されるのを恐れるあまり,撤退しなければならなかった.\n\n\n#gras{'仮に'} ロンメルが総統命令を逸脱して, 戦闘の早い段階から連合軍橋頭堡に対し,古参の第21装甲師団を攻撃の陣頭に立たせ,手持ちの装甲師団を大規模に投入していたら,歴史は変わっていただろうか?";"By the end of June 6th, a small Kampfgruppe from the 21. Panzer had managed to reach Lion-sur-Mer, effectively splitting the British-Canadian beachhead in two and threatening the very landings at Sword & Juno beaches. Yet, lacking support, it had to retreat, for fear of being overrun by the Allied tide.\n\n\n#gras{'What if'} Rommel, overstepping the Führer’s orders, had massively thrown the available Panzer-Divisions against the Allies’ beachhead, his old 21. Panzer leading the charge, from the earliest hours of the assault? Might history have been different?";
"OP2TOP";"           ";"-J--j";;"日付:\n1944年6月6日～7日\n\nプレイヤーサイド:\n枢軸国\n\n師団:\n第21装甲師団\n\nプレイヤー:\nヨーゼフ・ラウホ大佐\n\n***\n\n#gras{難易度: 難しい}\n\n";"DATE:\nJune 6th-7th, 1944\n\nPLAYABLE SIDE:\nAxis\n\nDIVISION:\n21.Panzer-Division\n\nPLAYED AS:\nOberst Joseph Rauch\n\n***\n\n#gras{Difficulty: Hard}\n\n";
"OP2aDHD";"          ";"-J--j";;"カーン, 1944年6月6日";"Caen, June 6th 1944";
"OP2bDHD";"          ";"-J--j";;"カーン, 1944年6月6日";"Caen, June 6th 1944";
"OP2cDHD";"          ";"-J--j";;"カーン, 1944年6月7日";"Caen, June 7th 1944";
"OP2dDHD";"          ";"-J--j";;"カーン, 1944年6月7日";"Caen, June 7th 1944";
"OP3";"              ";"-J--j";;"作戦名 ボストン";"MISSION BOSTON";
"OP3DHG";"           ";"-J--j";;"マシュー・リッジウェイ少将\n第82空挺師団";"Matthew Ridgway\nMajor General\n82. Airborne Division";
"OP3MID";"           ";"-J--j";;"≪ボストン作戦≫とは 米第82空挺師団が6月6日にコタンタン半島へ降下する作戦のコードネームであった. このシチリアとイタリアを転戦したベテラン師団はD-Day作戦計画において極めて重大な任務を演じた. それは侵攻側面へ極めて正確に降下し,あらゆる犠牲を払ってでも確保しなければならないというものだった.\n\nたとえ降下が,姉妹師団の第101空挺師団や,コタンタン半島全域に散らばった第82空挺師団よりも,上手くいった(又は失敗した)としても,結果として,より大規模な部隊で行う事を意図した作戦目標を,定数不足の間に合わせの部隊で確保するしかなかった. サント＝メール＝エグリーズやメルドレ分岐路の時と同じように...";"« Mission Boston » was the codename for the US 82nd Airborne Division's combat drop over Cotentin on June 6th. This veteran division from Sicily & Italy played a crucial role in D-Day's planning, for it landed at the extreme right flank of the invasion, which it had to secure at all costs.\n\nAlthough the drop went better (or less badly) than its sister-division the 101st, the 82nd was scattered all over Cotentin and, as a consequence, understrength or ad-hoc units went on fighting to secure objectives intended for much larger outfits, such as Sainte-Mère-Eglise and the Merderet crossings…";
"OP3TOP";"           ";"-J--j";;"日付:\n1944年6月6日～11日\n\nプレイヤーサイド:\n連合国\n\n師団:\n第82空挺師団\n\nプレイヤー:\nシールド・ウォーレン少佐\n\n***\n\n#gras{難易度: 中}\n\n";"DATE:\nJune 6th-11th 1944\n\nPLAYABLE SIDE:\nAllied\n\nDIVISION:\n82nd Airborne Division\n\nPLAYED AS:\nMajor Shield Warren\n\n***\n\n#gras{Difficulty: Medium}\n\n";
"OP3aDHD";"          ";"-J--j";;"テュルクヴィル近郊, 1944年6月6日";"Near Turqueville, June 6th 1944";
"OP3bDHD";"          ";"-J--j";;"テュルクヴィル, 1944年6月7日";"Turqueville, June 7th 1944";
"OP3cDHD";"          ";"-J--j";;"サント＝メール＝エグリーズ, 1944年6月8日";"Sainte-Mère-Eglise, June 8th 1944";
"OP3dDHD";"          ";"-J--j";;"サント＝メール＝エグリーズ, 1944年6月11日";"Sainte-Mère-Eglise, June 11th 1944";
"S01";"              ";"-J--j";;"ブロン 最後の抵抗";"LAST STAND IN BURON";
